ID,Age,Gender,Income,Debt_Ratio,Employment_Years,Loan_Amount,Loan_Approved
CLIENT_00435,37,Male,70019.09,0.256,23,34415.21,1
CLIENT_00436,34,Male,49524.58,0.691,20,49969.63,0
CLIENT_00437,63,Male,65048.33,0.556,5,28956.33,0
CLIENT_00438,51,Female,66694.52,0.453,4,16618.01,0
CLIENT_00439,40,Female,22608.89,0.098,13,32008.78,0
CLIENT_00440,38,Female,30219.66,0.783,3,16835.56,0
CLIENT_00441,40,Male,54032.21,0.542,7,17433.66,0
CLIENT_00442,49,Male,37689.25,0.204,23,5000.0,1
CLIENT_00443,47,Male,40227.86,0.535,10,38893.86,0
CLIENT_00444,58,Male,70731.3,0.592,16,19209.96,1
CLIENT_00445,47,Male,38792.67,0.471,20,27731.47,0
CLIENT_00446,44,Female,25621.41,0.624,25,9460.57,0
CLIENT_00447,30,Female,28324.0,0.515,26,31539.21,0
CLIENT_00448,33,Female,88647.13,0.808,15,13570.88,0
CLIENT_00449,22,Female,41435.61,0.093,25,22874.37,0
CLIENT_00450,22,Male,18000.0,0.135,32,38167.39,1
CLIENT_00451,68,Male,18000.0,0.189,30,36861.39,1
CLIENT_00452,55,Female,32507.27,0.602,5,24669.55,0
CLIENT_00453,53,Female,41069.56,0.566,7,5000.0,0
CLIENT_00454,69,Male,63983.47,0.764,6,69892.16,0
CLIENT_00455,46,Male,62046.9,0.636,33,51187.88,1
CLIENT_00456,61,Male,44873.07,0.457,13,35840.12,0
CLIENT_00457,66,Male,35916.63,0.843,15,13701.94,0
CLIENT_00458,22,Female,51792.04,0.263,8,23296.12,0
CLIENT_00459,37,Female,18000.0,0.717,9,16848.69,0
CLIENT_00460,60,Male,84621.62,0.391,16,43957.84,1
CLIENT_00461,26,Female,58082.11,0.569,11,28937.54,0
CLIENT_00462,43,Female,62339.8,0.632,5,13237.54,0
CLIENT_00463,50,Male,23516.93,0.557,18,17938.67,0
CLIENT_00464,24,Male,70652.97,0.162,28,41817.82,1
CLIENT_00465,33,Male,35799.66,0.404,5,49001.47,0
CLIENT_00466,47,Male,25948.84,0.499,24,47924.97,0
CLIENT_00467,37,Female,44216.55,0.729,23,36355.48,0
CLIENT_00468,58,Male,43748.9,0.405,24,21210.63,1
CLIENT_00469,43,Female,23429.26,0.785,15,5000.0,0
CLIENT_00470,50,Male,27101.25,0.402,15,29457.4,0
CLIENT_00471,35,Male,25535.36,0.489,5,24972.57,0
CLIENT_00472,49,Male,25725.7,0.687,20,27099.73,0
CLIENT_00473,26,Male,37238.04,0.516,3,25808.46,0
CLIENT_00474,68,Male,18000.0,0.818,33,5106.07,1
CLIENT_00475,51,Female,31172.51,0.578,27,33361.13,0
CLIENT_00476,67,Female,65902.69,0.468,27,34483.24,1
CLIENT_00477,26,Female,61466.19,0.069,16,35235.08,0
CLIENT_00478,33,Male,24002.42,0.381,13,39198.66,0
CLIENT_00479,37,Male,64164.1,0.289,6,34060.77,0
CLIENT_00480,47,Male,18000.0,0.648,21,18849.56,0
CLIENT_00481,47,Female,93582.89,0.217,0,23937.45,0
CLIENT_00482,69,Male,71006.26,0.214,28,26366.87,1
CLIENT_00483,42,Male,33805.36,0.202,30,26615.49,1
CLIENT_00484,60,Female,52648.53,0.15,29,39973.26,1
CLIENT_00485,57,Male,18000.0,0.299,14,34655.03,0
CLIENT_00486,54,Male,46208.86,0.759,17,56160.15,0
CLIENT_00487,51,Male,41326.74,0.67,34,58097.03,1
CLIENT_00488,58,Female,28304.73,0.638,29,26194.74,0
CLIENT_00489,44,Female,35628.85,0.688,33,5000.0,0
CLIENT_00490,31,Male,33660.25,0.266,10,43552.49,0
CLIENT_00491,26,Male,22365.27,0.76,26,16894.35,0
CLIENT_00492,57,Female,27837.06,0.16,23,12977.74,1
CLIENT_00493,55,Female,18000.0,0.319,34,19023.32,1
CLIENT_00494,52,Male,62146.62,0.519,7,18300.35,0
CLIENT_00495,31,Female,26357.75,0.132,17,34184.05,0
CLIENT_00496,40,Male,20559.58,0.634,12,5000.0,0
CLIENT_00497,53,Female,61830.09,0.36,23,8834.19,1
CLIENT_00498,22,Female,52392.41,0.678,22,30147.38,0
CLIENT_00499,26,Male,61090.02,0.444,11,34344.16,0
CLIENT_00500,66,Female,63321.66,0.195,29,34623.12,1
CLIENT_00501,25,Female,83749.1,0.638,30,13194.46,1
CLIENT_00502,37,Female,41879.2,0.252,27,10326.02,1
CLIENT_00503,45,Male,18000.0,0.443,21,17400.48,0
CLIENT_00504,37,Male,50420.76,0.11,27,28598.09,1
CLIENT_00505,23,Male,31619.91,0.544,12,47282.16,0
CLIENT_00506,49,Female,25849.89,0.583,24,5000.0,0
CLIENT_00507,53,Male,46998.5,0.353,6,21689.07,0
CLIENT_00508,48,Female,62315.05,0.814,5,5009.82,0
CLIENT_00509,41,Female,28280.1,0.749,23,5000.0,0
CLIENT_00510,45,Male,70487.76,0.616,18,39504.35,0
CLIENT_00511,33,Female,25207.72,0.621,18,33169.37,0
CLIENT_00512,56,Male,40121.94,0.252,8,31741.5,0
CLIENT_00513,54,Female,52726.16,0.575,28,38815.39,0
CLIENT_00514,54,Male,37242.02,0.209,23,17804.22,1
CLIENT_00515,64,Male,18000.0,0.165,4,18510.44,0
CLIENT_00516,58,Male,63548.15,0.85,25,57785.96,0
CLIENT_00517,33,Male,32530.71,0.548,13,21301.43,0
CLIENT_00518,24,Female,59897.97,0.395,28,36026.98,0
CLIENT_00519,22,Female,19717.12,0.281,5,25095.72,0
CLIENT_00520,54,Female,23131.27,0.533,6,5000.0,0
CLIENT_00521,61,Male,62248.67,0.09,17,5000.0,1
CLIENT_00522,31,Male,51810.16,0.126,22,16315.24,1
CLIENT_00523,64,Male,36228.29,0.076,0,40841.52,0
CLIENT_00524,65,Female,52100.63,0.449,3,36824.37,0
CLIENT_00525,50,Female,25919.22,0.53,34,38711.16,0
CLIENT_00526,34,Male,47205.18,0.1,22,10194.31,1
CLIENT_00527,33,Male,47571.08,0.627,26,49238.09,0
CLIENT_00528,52,Female,37524.37,0.234,25,10526.6,1
CLIENT_00529,67,Female,28294.29,0.598,7,28192.37,0
CLIENT_00530,23,Female,46404.97,0.836,15,24844.72,0
CLIENT_00531,56,Female,43900.38,0.603,2,22391.89,0
CLIENT_00532,44,Male,35683.56,0.757,31,45078.88,0
CLIENT_00533,38,Male,24323.71,0.809,4,14423.34,0
CLIENT_00534,47,Female,45249.54,0.439,19,5000.0,0
CLIENT_00535,29,Female,35733.55,0.612,13,25299.93,0
CLIENT_00536,50,Male,24306.85,0.732,31,19002.6,0
CLIENT_00537,47,Female,45870.6,0.335,25,75660.74,0
CLIENT_00538,31,Female,77166.11,0.259,5,35147.61,0
CLIENT_00539,47,Female,37663.45,0.807,4,18859.89,0
CLIENT_00540,55,Female,74955.53,0.631,12,9158.33,0
CLIENT_00541,62,Male,87286.63,0.226,31,5000.0,1
CLIENT_00542,28,Female,25931.62,0.409,15,9621.71,0
CLIENT_00543,25,Female,45180.88,0.687,0,26724.13,0
CLIENT_00544,66,Female,87074.64,0.488,12,46409.93,0
CLIENT_00545,32,Female,42578.4,0.57,10,41825.34,0
CLIENT_00546,50,Female,45736.24,0.653,7,28436.42,0
CLIENT_00547,57,Male,18000.0,0.548,24,20152.49,0
CLIENT_00548,46,Female,34366.76,0.482,31,29032.19,0
CLIENT_00549,42,Female,56111.77,0.65,23,17220.43,0
CLIENT_00550,57,Female,93585.65,0.632,27,50775.46,1
CLIENT_00551,31,Female,41079.86,0.554,13,22162.15,0
CLIENT_00552,58,Female,18000.0,0.338,2,23704.93,0
CLIENT_00553,30,Male,18000.0,0.375,26,5000.0,1
CLIENT_00554,45,Male,44284.21,0.826,19,22068.48,0
CLIENT_00555,56,Male,68544.14,0.14,14,37547.26,1
CLIENT_00556,56,Male,57747.07,0.265,26,8984.16,1
CLIENT_00557,69,Female,54205.12,0.444,27,13739.19,1
CLIENT_00558,57,Female,71182.89,0.719,24,36890.67,0
CLIENT_00559,39,Male,30595.42,0.181,32,5000.0,1
CLIENT_00560,60,Male,45381.89,0.272,13,40867.02,1
CLIENT_00561,53,Female,34592.36,0.103,7,17017.84,0
CLIENT_00562,45,Male,39570.89,0.615,13,19171.48,0
CLIENT_00563,44,Male,24874.61,0.241,0,8141.82,0
CLIENT_00564,53,Male,38120.48,0.361,15,30670.69,0
CLIENT_00565,58,Male,44445.69,0.405,17,61898.08,0
CLIENT_00566,33,Male,37570.57,0.763,6,36722.46,0
CLIENT_00567,34,Male,41778.77,0.379,14,12035.72,0
CLIENT_00568,44,Male,53100.81,0.166,23,42034.31,1
CLIENT_00569,46,Female,69773.92,0.469,12,20249.81,0
CLIENT_00570,56,Male,71223.12,0.82,8,45617.27,0
CLIENT_00571,62,Female,60228.44,0.536,14,37100.15,0
CLIENT_00572,51,Male,19800.37,0.837,34,5000.0,0
CLIENT_00573,38,Male,37791.8,0.723,23,9938.81,0
CLIENT_00574,41,Female,39514.3,0.079,32,39165.78,1
CLIENT_00575,69,Male,31857.0,0.577,15,27274.86,0
CLIENT_00576,46,Male,51847.02,0.279,7,9643.66,0
CLIENT_00577,43,Female,18000.0,0.498,28,15496.16,0
CLIENT_00578,34,Female,78871.33,0.273,22,5000.0,1
CLIENT_00579,40,Male,68904.41,0.329,30,23674.4,1
CLIENT_00580,57,Male,54564.05,0.789,13,58160.35,0
CLIENT_00581,33,Female,43757.81,0.215,29,37074.0,0
CLIENT_00582,62,Male,69576.79,0.749,26,57856.26,1
CLIENT_00583,40,Female,58788.1,0.074,15,38235.96,1
CLIENT_00584,33,Female,67132.76,0.123,5,40412.19,0
CLIENT_00585,30,Female,43818.96,0.734,32,54611.18,0
CLIENT_00586,28,Male,80786.26,0.554,17,30658.95,1
CLIENT_00587,49,Female,68337.76,0.648,15,22191.59,0
CLIENT_00588,35,Female,55190.73,0.218,11,40489.86,0
CLIENT_00589,52,Male,70119.46,0.48,19,46807.6,1
CLIENT_00590,40,Male,36616.76,0.64,28,17800.53,0
CLIENT_00591,68,Female,21649.99,0.552,29,14176.46,1
CLIENT_00592,37,Male,51431.01,0.427,25,27082.84,1
CLIENT_00593,26,Male,43858.19,0.818,21,37472.48,0
CLIENT_00594,56,Male,41045.65,0.591,32,36971.37,1
CLIENT_00595,33,Female,69326.24,0.776,28,5000.0,0
CLIENT_00596,46,Female,48342.78,0.634,21,53674.09,0
CLIENT_00597,42,Female,50271.38,0.638,12,15382.53,0
CLIENT_00598,57,Male,38458.95,0.114,8,21024.03,1
CLIENT_00599,44,Male,62622.46,0.338,23,11460.18,1
CLIENT_00600,37,Female,59037.52,0.737,14,65474.93,0
CLIENT_00601,60,Male,62473.19,0.236,12,28631.06,1
CLIENT_00602,66,Male,35054.72,0.142,26,12235.37,1
CLIENT_00603,63,Female,71081.77,0.311,6,37958.85,0
CLIENT_00604,60,Female,81775.37,0.226,7,36537.04,1
CLIENT_00605,35,Female,61840.77,0.79,13,22184.09,0
CLIENT_00606,52,Female,28814.23,0.744,11,37609.1,0
CLIENT_00607,26,Female,28955.95,0.45,16,12620.62,0
CLIENT_00608,56,Male,37492.46,0.099,28,17606.23,1
CLIENT_00609,44,Female,33712.46,0.622,26,5000.0,0
CLIENT_00610,50,Female,43578.15,0.549,0,5140.73,0
CLIENT_00611,64,Male,57648.85,0.826,33,52114.46,1
CLIENT_00612,32,Female,50799.05,0.497,3,49621.43,0
CLIENT_00613,39,Female,49045.78,0.319,23,25986.83,0
CLIENT_00614,68,Female,40175.95,0.465,20,49943.97,0
CLIENT_00615,33,Female,43523.08,0.833,32,22598.88,0
CLIENT_00616,30,Female,60931.51,0.607,6,21348.85,0
CLIENT_00617,31,Female,18000.0,0.588,0,25847.66,0
CLIENT_00618,65,Male,44772.19,0.243,2,23126.18,0
CLIENT_00619,38,Female,50759.75,0.645,14,21772.06,0
CLIENT_00620,59,Male,60671.66,0.65,30,42150.97,1
CLIENT_00621,28,Male,24799.08,0.304,15,27252.03,0
CLIENT_00622,67,Male,23741.81,0.437,9,35687.23,0
CLIENT_00623,34,Male,56679.1,0.286,28,40470.71,1
CLIENT_00624,61,Male,18000.0,0.257,5,30822.79,0
CLIENT_00625,63,Female,71643.78,0.071,28,10445.93,1
CLIENT_00626,30,Female,49531.84,0.278,16,5000.0,0
CLIENT_00627,48,Female,76174.42,0.493,21,27231.71,0
CLIENT_00628,23,Male,23258.55,0.051,23,22431.16,1
CLIENT_00629,26,Female,36272.81,0.277,16,26310.87,0
CLIENT_00630,50,Female,18000.0,0.755,20,24759.19,0
CLIENT_00631,58,Female,29086.2,0.525,10,63753.6,0
CLIENT_00632,59,Male,41323.06,0.536,6,5046.61,0
CLIENT_00633,40,Male,18000.0,0.373,4,5000.0,0
CLIENT_00634,29,Male,37107.46,0.591,20,29985.65,0
CLIENT_00635,69,Male,18000.0,0.202,17,19353.66,1
CLIENT_00636,66,Male,39850.8,0.705,34,29741.02,1
CLIENT_00637,22,Female,67942.24,0.143,19,33758.25,1
CLIENT_00638,43,Male,44300.4,0.575,14,44261.57,0
CLIENT_00639,38,Male,78164.15,0.323,4,5000.0,1
CLIENT_00640,28,Male,60725.85,0.648,12,16649.23,0
CLIENT_00641,46,Male,71962.96,0.49,11,31431.42,0
CLIENT_00642,66,Male,29701.1,0.412,20,36556.95,0
CLIENT_00643,25,Male,29217.17,0.186,5,57901.74,0
CLIENT_00644,57,Male,51912.27,0.559,6,39335.56,0
CLIENT_00645,27,Female,18000.0,0.83,25,24148.17,0
CLIENT_00646,52,Female,54422.87,0.71,7,11643.46,0
CLIENT_00647,40,Male,38521.6,0.098,8,16535.65,0
CLIENT_00648,65,Male,71599.94,0.351,26,16109.46,1
CLIENT_00649,60,Female,58590.25,0.79,3,34828.5,0
CLIENT_00650,48,Male,66934.13,0.452,20,28854.96,1
CLIENT_00651,31,Male,29915.88,0.58,30,5145.26,0
CLIENT_00652,47,Female,65964.21,0.78,20,18461.48,0
CLIENT_00653,40,Male,73894.25,0.749,24,38163.21,0
CLIENT_00654,60,Female,44225.72,0.451,14,30274.94,0
CLIENT_00655,24,Female,30212.99,0.4,34,33529.67,0
CLIENT_00656,66,Male,30564.26,0.322,27,30743.83,1
CLIENT_00657,34,Male,69780.26,0.625,13,49396.46,0
CLIENT_00658,49,Female,98686.91,0.28,3,28540.65,1
CLIENT_00659,41,Male,25367.1,0.25,19,19209.66,0
CLIENT_00660,49,Male,23829.6,0.335,33,11263.67,1
CLIENT_00661,29,Female,63428.28,0.192,11,28744.14,0
CLIENT_00662,62,Female,29921.73,0.606,32,5000.0,0
CLIENT_00663,60,Male,65367.11,0.543,23,22235.66,1
CLIENT_00664,22,Female,54306.92,0.436,19,21912.4,0
CLIENT_00665,24,Male,44520.45,0.362,4,5000.0,0
CLIENT_00666,34,Female,53825.43,0.777,29,11076.01,0
CLIENT_00667,49,Female,52603.97,0.073,23,37144.86,1
CLIENT_00668,46,Female,41407.87,0.665,6,28460.68,0
CLIENT_00669,54,Male,18000.0,0.772,15,26526.83,0
CLIENT_00670,59,Female,48573.01,0.407,14,29595.21,0
CLIENT_00671,27,Male,76461.21,0.491,22,26389.41,1
CLIENT_00672,65,Female,18000.0,0.806,11,43642.94,0
CLIENT_00673,66,Male,25684.3,0.22,28,26851.44,1
CLIENT_00674,53,Male,53536.54,0.466,14,5000.0,1
CLIENT_00675,66,Male,45771.84,0.43,28,49451.95,1
CLIENT_00676,68,Female,53223.64,0.257,20,30555.1,1
CLIENT_00677,42,Female,31013.64,0.705,14,16161.19,0
CLIENT_00678,37,Male,68249.17,0.77,13,6198.97,0
CLIENT_00679,42,Male,45938.01,0.676,15,30938.71,0
CLIENT_00680,32,Female,58939.71,0.206,14,23242.42,0
CLIENT_00681,58,Male,51405.55,0.119,3,48612.2,1
CLIENT_00682,57,Male,48509.9,0.534,26,19811.39,1
CLIENT_00683,56,Female,57536.67,0.096,22,12439.29,1
CLIENT_00684,40,Female,48729.76,0.588,28,38436.94,0
CLIENT_00685,41,Female,21196.02,0.474,8,38879.23,0
CLIENT_00686,39,Male,66747.14,0.58,6,27529.77,0
CLIENT_00687,68,Male,61362.55,0.522,3,35145.36,0
CLIENT_00688,62,Female,18000.0,0.388,4,24434.69,0
CLIENT_00689,35,Female,31915.99,0.211,4,28507.98,0
CLIENT_00690,36,Female,65847.21,0.295,10,42474.86,0
CLIENT_00691,52,Female,18000.0,0.47,27,34379.78,0
CLIENT_00692,22,Male,63871.34,0.571,15,22460.88,0
CLIENT_00693,24,Female,42175.55,0.674,29,45285.44,0
CLIENT_00694,37,Male,71805.65,0.664,3,5000.0,0
CLIENT_00695,44,Male,44977.06,0.828,1,55781.1,0
CLIENT_00696,32,Female,30558.64,0.279,2,5000.0,0
CLIENT_00697,33,Male,51161.71,0.107,20,15593.61,1
CLIENT_00698,31,Male,44392.29,0.327,5,24386.24,0
CLIENT_00699,53,Female,28782.98,0.645,17,22802.79,0
CLIENT_00700,37,Male,89366.87,0.4,4,40096.17,0
CLIENT_00701,29,Female,25578.04,0.704,8,9132.45,0
CLIENT_00702,59,Male,18000.0,0.489,19,28911.5,0
CLIENT_00703,33,Female,76633.98,0.794,27,16326.82,0
CLIENT_00704,45,Male,33328.73,0.808,25,29427.11,0
CLIENT_00705,49,Male,39064.53,0.105,17,24028.42,1
CLIENT_00706,29,Female,37841.88,0.415,18,26394.03,0
CLIENT_00707,49,Female,33606.97,0.538,2,16751.13,0
CLIENT_00708,57,Male,29676.15,0.255,8,17349.04,0
CLIENT_00709,47,Male,25063.65,0.376,30,29309.09,1
CLIENT_00710,29,Female,46295.2,0.592,16,39155.73,0
CLIENT_00711,49,Female,36960.25,0.231,22,16025.81,1
CLIENT_00712,49,Female,59607.24,0.532,33,11968.49,1
CLIENT_00713,58,Female,54653.88,0.608,4,34201.9,0
CLIENT_00714,62,Male,26449.76,0.122,14,24512.44,1
CLIENT_00715,57,Male,47170.43,0.448,2,37457.47,0
CLIENT_00716,48,Female,36643.23,0.26,18,11413.04,0
CLIENT_00717,38,Male,25166.79,0.63,27,5000.0,0
CLIENT_00718,30,Male,58788.63,0.202,2,17004.94,0
CLIENT_00719,54,Female,42573.49,0.764,3,13504.71,0
CLIENT_00720,41,Female,36849.0,0.395,23,23818.17,0
CLIENT_00721,34,Female,27888.66,0.208,30,15447.32,1
CLIENT_00722,49,Female,24441.26,0.4,10,36115.25,0
CLIENT_00723,69,Female,84775.36,0.377,0,20677.75,0
CLIENT_00724,50,Male,51682.37,0.393,8,27257.12,0
CLIENT_00725,34,Male,23177.42,0.518,16,27364.52,0
CLIENT_00726,67,Male,50757.32,0.467,0,27924.33,0
CLIENT_00727,56,Male,66240.32,0.17,2,24638.06,1
CLIENT_00728,27,Female,48350.35,0.102,25,32659.01,1
CLIENT_00729,39,Male,72480.43,0.634,30,13065.17,1
CLIENT_00730,26,Male,18000.0,0.498,25,45991.27,0
CLIENT_00731,68,Male,18000.0,0.337,22,21451.94,1
CLIENT_00732,46,Male,50210.35,0.697,29,5326.76,1
CLIENT_00733,23,Male,50529.92,0.36,9,27821.1,0
CLIENT_00734,31,Male,18000.0,0.687,7,12232.29,0
CLIENT_00735,51,Male,32528.48,0.295,24,34980.02,1
CLIENT_00736,66,Male,24826.75,0.108,21,58144.08,1
CLIENT_00737,26,Male,18000.0,0.796,14,13201.42,0
CLIENT_00738,54,Female,24779.16,0.366,9,29985.58,0
CLIENT_00739,22,Male,56915.76,0.684,19,5000.0,0
CLIENT_00740,39,Male,24651.9,0.273,22,31808.58,0
CLIENT_00741,53,Female,25337.56,0.567,0,11714.29,0
CLIENT_00742,68,Male,18000.0,0.749,1,15627.48,0
CLIENT_00743,32,Female,70378.19,0.083,18,8480.7,1
CLIENT_00744,42,Female,53692.65,0.715,13,35982.27,0
CLIENT_00745,47,Male,18000.0,0.507,7,40109.57,0
CLIENT_00746,46,Female,25355.2,0.536,11,25350.78,0
CLIENT_00747,43,Male,55570.36,0.469,25,12033.6,1
CLIENT_00748,48,Female,70627.85,0.75,26,48842.85,0
CLIENT_00749,34,Male,61816.78,0.085,28,13743.85,1
CLIENT_00750,54,Female,37886.34,0.259,14,5000.0,0
CLIENT_00751,55,Male,18000.0,0.751,0,31875.84,0
CLIENT_00752,62,Male,62404.98,0.652,27,8428.38,1
CLIENT_00753,56,Female,39062.06,0.064,2,39829.13,0
CLIENT_00754,22,Male,46377.24,0.464,17,19282.93,0
CLIENT_00755,42,Male,41451.59,0.474,33,34055.7,1
CLIENT_00756,69,Female,18000.0,0.371,31,46022.51,1
CLIENT_00757,27,Female,52285.0,0.288,28,6867.12,1
CLIENT_00758,49,Male,49529.18,0.595,24,16510.94,1
CLIENT_00759,38,Female,36484.22,0.216,25,23864.93,1
CLIENT_00760,26,Female,54422.12,0.689,7,48063.27,0
CLIENT_00761,52,Female,18000.0,0.692,18,15124.26,0
CLIENT_00762,26,Male,39619.94,0.382,21,16082.44,0
CLIENT_00763,59,Female,45522.55,0.277,28,32172.11,1
CLIENT_00764,24,Male,18000.0,0.277,32,16341.57,1
CLIENT_00765,44,Female,43858.07,0.436,34,27287.89,1
CLIENT_00766,58,Male,59672.9,0.626,2,5000.0,0
CLIENT_00767,58,Male,38935.38,0.337,18,58214.95,1
CLIENT_00768,31,Female,44317.7,0.538,9,5000.0,0
CLIENT_00769,31,Male,56246.88,0.356,26,20173.71,1
CLIENT_00770,40,Female,37244.0,0.294,14,24512.78,0
CLIENT_00771,38,Female,39044.05,0.07,10,53690.32,0
CLIENT_00772,42,Female,21465.93,0.053,25,5127.31,1
CLIENT_00773,35,Male,44701.26,0.232,23,54755.56,1
CLIENT_00774,30,Female,38303.03,0.375,12,36357.65,0
CLIENT_00775,67,Male,54981.8,0.731,31,31256.43,1
CLIENT_00776,22,Male,56269.2,0.689,3,10230.49,0
CLIENT_00777,66,Female,60824.18,0.264,12,33567.12,0
CLIENT_00778,34,Male,34834.79,0.246,8,14147.7,0
CLIENT_00779,25,Male,18000.0,0.232,33,43999.92,0
CLIENT_00780,22,Female,59832.79,0.321,6,10434.07,0
CLIENT_00781,61,Male,53622.42,0.449,0,23302.62,0
CLIENT_00782,53,Male,32294.17,0.401,11,16670.9,0
CLIENT_00783,55,Female,56098.8,0.225,20,10187.16,1
CLIENT_00784,49,Male,18000.0,0.154,10,36119.8,0
CLIENT_00785,52,Female,65604.8,0.06,13,33031.88,1
CLIENT_00786,29,Female,38327.51,0.173,33,43135.15,1
CLIENT_00787,60,Female,28421.45,0.614,33,5000.0,1
CLIENT_00788,47,Female,32565.97,0.245,24,40962.56,0
CLIENT_00789,55,Male,40370.3,0.425,3,62581.73,0
CLIENT_00790,24,Male,44759.76,0.523,25,18225.38,0
CLIENT_00791,33,Female,45965.61,0.759,15,53427.23,0
CLIENT_00792,22,Female,36407.85,0.761,9,21052.58,0
CLIENT_00793,65,Female,49004.79,0.647,1,5000.0,0
CLIENT_00794,26,Male,45165.59,0.078,34,20415.51,1
CLIENT_00795,51,Male,32048.54,0.51,18,40723.06,0
CLIENT_00796,51,Male,29036.19,0.679,5,12427.35,0
CLIENT_00797,38,Female,57167.31,0.064,18,15994.92,1
CLIENT_00798,69,Male,55486.52,0.49,7,33903.09,0
CLIENT_00799,68,Female,46142.73,0.736,13,25045.9,0
CLIENT_00800,44,Female,63483.91,0.429,9,33769.34,0
CLIENT_00801,36,Male,18000.0,0.053,2,28567.44,0
CLIENT_00802,58,Female,33712.11,0.059,28,32194.38,1
CLIENT_00803,42,Male,21873.66,0.383,14,18515.48,0
CLIENT_00804,35,Female,90125.45,0.174,22,28475.96,1
CLIENT_00805,23,Female,59264.4,0.582,22,11089.4,0
CLIENT_00806,32,Female,43418.76,0.617,17,44326.5,0
CLIENT_00807,60,Female,60699.81,0.192,18,15485.88,1
CLIENT_00808,59,Male,67325.51,0.761,27,41932.71,1
CLIENT_00809,55,Male,67112.63,0.404,25,21495.9,1
CLIENT_00810,59,Female,63434.07,0.164,9,28029.99,1
CLIENT_00811,55,Male,39749.19,0.661,3,17575.53,0
CLIENT_00812,39,Male,34972.69,0.682,1,9760.07,0
CLIENT_00813,51,Male,25756.22,0.561,2,5000.0,0
CLIENT_00814,36,Female,55048.95,0.733,6,9170.14,0
CLIENT_00815,48,Male,41821.29,0.64,15,20141.37,0
CLIENT_00816,55,Female,36630.58,0.756,30,28178.19,0
CLIENT_00817,59,Female,35586.77,0.397,9,40155.69,0
CLIENT_00818,54,Male,74003.85,0.648,18,18313.64,1
CLIENT_00819,45,Male,64053.61,0.85,27,11770.59,1
CLIENT_00820,36,Male,81607.88,0.63,16,5000.0,1
CLIENT_00821,51,Female,55580.33,0.141,27,32200.95,1
CLIENT_00822,63,Male,46139.09,0.465,18,45747.92,1
CLIENT_00823,38,Male,44491.95,0.52,22,43994.95,0
CLIENT_00824,26,Male,24593.97,0.189,19,35648.99,0
CLIENT_00825,50,Female,19771.62,0.82,12,34578.15,0
CLIENT_00826,25,Male,55146.82,0.19,12,50464.36,0
CLIENT_00827,31,Female,26306.43,0.192,10,29981.22,0
CLIENT_00828,38,Female,49229.16,0.782,14,34691.95,0
CLIENT_00829,31,Male,67309.33,0.422,16,20188.24,0
CLIENT_00830,38,Female,31690.92,0.101,27,5000.0,1
CLIENT_00831,41,Male,85209.63,0.529,18,14742.27,1
CLIENT_00832,45,Female,25186.1,0.531,3,24862.61,0
CLIENT_00833,26,Female,64803.9,0.102,21,25911.78,1
CLIENT_00834,55,Female,53495.12,0.828,21,53894.29,0
CLIENT_00835,27,Male,68881.9,0.485,33,26219.16,1
CLIENT_00836,23,Male,22676.05,0.498,32,42682.65,0
CLIENT_00837,34,Male,91140.42,0.466,32,18473.84,1
CLIENT_00838,64,Male,41424.5,0.539,11,20324.86,0
CLIENT_00839,64,Male,58532.96,0.261,1,5064.89,1
CLIENT_00840,69,Male,73889.75,0.28,27,13865.08,1
CLIENT_00841,32,Male,32906.76,0.459,9,32904.72,0
CLIENT_00842,68,Male,61514.53,0.695,21,25113.4,1
CLIENT_00843,44,Female,29570.61,0.09,16,39144.08,0
CLIENT_00844,37,Male,72939.23,0.533,25,27718.81,1
CLIENT_00845,52,Male,29796.39,0.695,2,19713.19,0
CLIENT_00846,32,Male,45770.14,0.176,6,57224.45,0
CLIENT_00847,37,Male,51122.41,0.062,7,23591.45,1
CLIENT_00848,29,Female,60686.0,0.3,19,42445.01,0
CLIENT_00849,25,Male,84369.53,0.521,11,18981.86,0
CLIENT_00850,61,Female,35960.62,0.161,34,35643.99,1
CLIENT_00851,25,Female,67774.7,0.391,16,38920.23,0
CLIENT_00852,46,Female,84405.17,0.492,27,28127.38,1
CLIENT_00853,24,Female,48314.67,0.529,9,5000.0,0
CLIENT_00854,53,Female,33997.34,0.27,21,25273.79,0
CLIENT_00855,24,Female,18000.0,0.37,32,43456.9,0
CLIENT_00856,48,Female,82665.52,0.673,21,32912.21,0
CLIENT_00857,50,Female,40111.11,0.803,12,31687.58,0
CLIENT_00858,53,Female,24972.83,0.74,26,5000.0,0
CLIENT_00859,40,Female,18000.0,0.501,14,14193.17,0
CLIENT_00860,42,Female,24935.72,0.378,21,31170.36,0
CLIENT_00861,26,Male,63394.11,0.316,29,31155.75,1
CLIENT_00862,39,Male,66157.37,0.15,33,43220.0,1
CLIENT_00863,49,Male,58042.44,0.135,33,22827.0,1
CLIENT_00864,63,Male,47646.76,0.601,34,31087.36,1
CLIENT_00865,43,Male,20089.59,0.258,18,25245.61,0
CLIENT_00866,42,Male,30401.18,0.254,7,10195.86,0
CLIENT_00867,27,Female,22867.61,0.849,32,5000.0,0
CLIENT_00868,22,Male,56456.42,0.2,27,31465.15,1
CLIENT_00869,26,Female,23733.75,0.168,24,27609.21,0
CLIENT_00870,62,Male,30715.08,0.129,16,15727.37,1
